MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20240806,34011,Cumberland County,NJ,74.27,25.73,0.00,0.00,0.00,0.00,2024-08-06,2024-08-12,2
20240730,34011,Cumberland County,NJ,74.27,25.73,0.00,0.00,0.00,0.00,2024-07-30,2024-08-05,2
20240723,34011,Cumberland County,NJ,35.41,64.59,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,2
20240716,34011,Cumberland County,NJ,30.91,69.09,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,2
20240709,34011,Cumberland County,NJ,7.96,51.37,40.67,0.00,0.00,0.00,2024-07-09,2024-07-15,2
20240702,34011,Cumberland County,NJ,2.82,42.74,54.44,0.00,0.00,0.00,2024-07-02,2024-07-08,2
20240625,34011,Cumberland County,NJ,0.00,7.70,92.30,0.00,0.00,0.00,2024-06-25,2024-07-01,2
20240618,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,2
20240611,34011,Cumberland County,NJ,0.01,99.99,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,2
20240604,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,2
20240528,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,2
20240521,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,2
20240514,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,2
20240507,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,2
20240430,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,2
20240423,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,2
20240416,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,2
20240409,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,2
20240402,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,2
20240326,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,2
20240319,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,2
20240312,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,2
20240305,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,2
20240227,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,2
20240220,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,2
20240213,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,2
20240206,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,2
20240130,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,2
20240123,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,2
20240116,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,2
20240109,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,2
20240102,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,2
20231226,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,2
20231219,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,2
20231212,34011,Cumberland County,NJ,58.54,41.46,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,2
20231205,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,2
20231128,34011,Cumberland County,NJ,0.08,99.92,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,2
20231121,34011,Cumberland County,NJ,0.08,60.95,38.97,0.00,0.00,0.00,2023-11-21,2023-11-27,2
20231114,34011,Cumberland County,NJ,12.19,87.81,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,2
20231107,34011,Cumberland County,NJ,20.65,79.35,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,2
20231031,34011,Cumberland County,NJ,38.36,61.64,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,2
20231024,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,2
20231017,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,2
20231010,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,2
20231003,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,2
20230926,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,2
20230919,34011,Cumberland County,NJ,74.47,25.53,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,2
20230912,34011,Cumberland County,NJ,74.47,25.53,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,2
20230905,34011,Cumberland County,NJ,74.47,25.53,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,2
20230829,34011,Cumberland County,NJ,74.47,25.53,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,2
20230822,34011,Cumberland County,NJ,74.47,25.53,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,2
20230815,34011,Cumberland County,NJ,74.47,25.53,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,2
20230808,34011,Cumberland County,NJ,60.14,39.86,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,2
20230801,34011,Cumberland County,NJ,60.14,39.86,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,2
20230725,34011,Cumberland County,NJ,22.20,60.66,17.14,0.00,0.00,0.00,2023-07-25,2023-07-31,2
20230718,34011,Cumberland County,NJ,16.42,66.44,17.14,0.00,0.00,0.00,2023-07-18,2023-07-24,2
20230711,34011,Cumberland County,NJ,0.00,22.95,77.05,0.00,0.00,0.00,2023-07-11,2023-07-17,2
20230704,34011,Cumberland County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2023-07-04,2023-07-10,2
20230627,34011,Cumberland County,NJ,0.00,27.77,72.23,0.00,0.00,0.00,2023-06-27,2023-07-03,2
20230620,34011,Cumberland County,NJ,0.00,47.26,52.74,0.00,0.00,0.00,2023-06-20,2023-06-26,2
20230613,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-06-13,2023-06-19,2
20230606,34011,Cumberland County,NJ,16.79,83.21,0.00,0.00,0.00,0.00,2023-06-06,2023-06-12,2
20230530,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,2
20230523,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,2
20230516,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,2
20230509,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,2
20230502,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-02,2023-05-08,2
20230425,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2
20230418,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,2
20230411,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,2
20230404,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,2
20230328,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,2
20230321,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,2
20230314,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,2
20230307,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,2
20230228,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,2
20230221,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,2
20230214,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,2
20230207,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,2
20230131,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,2
20230124,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,2
20230117,34011,Cumberland County,NJ,18.14,81.86,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,2
20230110,34011,Cumberland County,NJ,95.29,4.71,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,2
20230103,34011,Cumberland County,NJ,95.29,4.71,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,2
20221227,34011,Cumberland County,NJ,95.29,4.71,0.00,0.00,0.00,0.00,2022-12-27,2023-01-02,2
20221220,34011,Cumberland County,NJ,95.29,4.71,0.00,0.00,0.00,0.00,2022-12-20,2022-12-26,2
20221213,34011,Cumberland County,NJ,33.31,66.69,0.00,0.00,0.00,0.00,2022-12-13,2022-12-19,2
20221206,34011,Cumberland County,NJ,33.31,66.69,0.00,0.00,0.00,0.00,2022-12-06,2022-12-12,2
20221129,34011,Cumberland County,NJ,33.31,66.69,0.00,0.00,0.00,0.00,2022-11-29,2022-12-05,2
20221122,34011,Cumberland County,NJ,33.31,66.69,0.00,0.00,0.00,0.00,2022-11-22,2022-11-28,2
20221115,34011,Cumberland County,NJ,2.91,97.09,0.00,0.00,0.00,0.00,2022-11-15,2022-11-21,2
20221108,34011,Cumberland County,NJ,2.91,97.09,0.00,0.00,0.00,0.00,2022-11-08,2022-11-14,2
20221101,34011,Cumberland County,NJ,87.91,12.09,0.00,0.00,0.00,0.00,2022-11-01,2022-11-07,2
20221025,34011,Cumberland County,NJ,87.91,12.09,0.00,0.00,0.00,0.00,2022-10-25,2022-10-31,2
20221018,34011,Cumberland County,NJ,71.42,28.58,0.00,0.00,0.00,0.00,2022-10-18,2022-10-24,2
20221011,34011,Cumberland County,NJ,71.42,28.58,0.00,0.00,0.00,0.00,2022-10-11,2022-10-17,2
20221004,34011,Cumberland County,NJ,5.01,79.79,15.20,0.00,0.00,0.00,2022-10-04,2022-10-10,2
20220927,34011,Cumberland County,NJ,0.00,5.00,79.80,15.20,0.00,0.00,2022-09-27,2022-10-03,2
20220920,34011,Cumberland County,NJ,0.00,5.66,79.14,15.20,0.00,0.00,2022-09-20,2022-09-26,2
20220913,34011,Cumberland County,NJ,0.00,5.66,79.14,15.20,0.00,0.00,2022-09-13,2022-09-19,2
20220906,34011,Cumberland County,NJ,0.00,1.92,37.55,60.53,0.00,0.00,2022-09-06,2022-09-12,2
20220830,34011,Cumberland County,NJ,0.00,1.92,37.55,60.53,0.00,0.00,2022-08-30,2022-09-05,2
20220823,34011,Cumberland County,NJ,0.00,20.75,79.25,0.00,0.00,0.00,2022-08-23,2022-08-29,2
20220816,34011,Cumberland County,NJ,0.00,71.34,28.66,0.00,0.00,0.00,2022-08-16,2022-08-22,2
20220809,34011,Cumberland County,NJ,1.28,98.72,0.00,0.00,0.00,0.00,2022-08-09,2022-08-15,2
20220802,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-08-02,2022-08-08,2
20220726,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-07-26,2022-08-01,2
20220719,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-07-19,2022-07-25,2
20220712,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-07-12,2022-07-18,2
20220705,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-07-05,2022-07-11,2
20220628,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-06-28,2022-07-04,2
20220621,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-06-21,2022-06-27,2
20220614,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-06-14,2022-06-20,2
20220607,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-06-07,2022-06-13,2
20220531,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-05-31,2022-06-06,2
20220524,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-05-24,2022-05-30,2
20220517,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,2
20220510,34011,Cumberland County,NJ,66.91,33.09,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,2
20220503,34011,Cumberland County,NJ,11.79,88.21,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,2
20220426,34011,Cumberland County,NJ,11.79,88.21,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,2
20220419,34011,Cumberland County,NJ,11.79,88.21,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,2
20220412,34011,Cumberland County,NJ,0.00,30.80,69.20,0.00,0.00,0.00,2022-04-12,2022-04-18,2
20220405,34011,Cumberland County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2022-04-05,2022-04-11,2
20220329,34011,Cumberland County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2022-03-29,2022-04-04,2
20220322,34011,Cumberland County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2022-03-22,2022-03-28,2
20220315,34011,Cumberland County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2022-03-15,2022-03-21,2
20220308,34011,Cumberland County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2022-03-08,2022-03-14,2
20220301,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,2
20220222,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,2
20220215,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,2
20220208,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,2
20220201,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,2
20220125,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,2
20220118,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,2
20220111,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,2
20220104,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,2
20211228,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2021-12-28,2022-01-03,2
20211221,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2021-12-21,2021-12-27,2
20211214,34011,Cumberland County,NJ,45.52,54.48,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,2
20211207,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,2
20211130,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,2
20211123,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,2
20211116,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,2
20211109,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,2
20211102,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,2
20211026,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,2
20211019,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,2
20211012,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,2
20211005,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,2
20210928,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,2
20210921,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,2
20210914,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,2
20210907,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,2
20210831,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,2
20210824,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,2
20210817,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,2
20210810,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,2
20210803,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,2
20210727,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,2
20210720,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,2
20210713,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,2
20210706,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,2
20210629,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,2
20210622,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,2
20210615,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,2
20210608,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,2
20210601,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,2
20210525,34011,Cumberland County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,2
20210518,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,2
20210511,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,2
20210504,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,2
20210427,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,2
20210420,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,2
20210413,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,2
20210406,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,2
20210330,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,2
20210323,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,2
20210316,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,2
20210309,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,2
20210302,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,2
20210223,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,2
20210216,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,2
20210209,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,2
20210202,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,2
20210126,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,2
20210119,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,2
20210112,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,2
20210105,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,2
20201229,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,2
20201222,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,2
20201215,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,2
20201208,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,2
20201201,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,2
20201124,34011,Cumberland County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,2
20251118,34013,Essex County,NJ,0.00,95.62,4.38,0.00,0.00,0.00,2025-11-18,2025-11-24,2
20251111,34013,Essex County,NJ,0.00,95.62,4.38,0.00,0.00,0.00,2025-11-11,2025-11-17,2
20251104,34013,Essex County,NJ,0.00,95.62,4.38,0.00,0.00,0.00,2025-11-04,2025-11-10,2
20251028,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-10-28,2025-11-03,2
20251021,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-10-21,2025-10-27,2
20251014,34013,Essex County,NJ,0.00,1.36,98.64,0.00,0.00,0.00,2025-10-14,2025-10-20,2
20251007,34013,Essex County,NJ,0.00,5.61,88.80,5.58,0.00,0.00,2025-10-07,2025-10-13,2
20250930,34013,Essex County,NJ,4.72,67.80,27.48,0.00,0.00,0.00,2025-09-30,2025-10-06,2
20250923,34013,Essex County,NJ,4.72,67.80,27.48,0.00,0.00,0.00,2025-09-23,2025-09-29,2
20250916,34013,Essex County,NJ,4.72,67.80,27.48,0.00,0.00,0.00,2025-09-16,2025-09-22,2
20250909,34013,Essex County,NJ,0.09,72.43,27.48,0.00,0.00,0.00,2025-09-09,2025-09-15,2
20250902,34013,Essex County,NJ,0.09,72.43,27.48,0.00,0.00,0.00,2025-09-02,2025-09-08,2
20250826,34013,Essex County,NJ,21.54,50.98,27.48,0.00,0.00,0.00,2025-08-26,2025-09-01,2
20250819,34013,Essex County,NJ,21.54,50.98,27.48,0.00,0.00,0.00,2025-08-19,2025-08-25,2
20250812,34013,Essex County,NJ,21.54,78.46,0.00,0.00,0.00,0.00,2025-08-12,2025-08-18,2
20250805,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-08-05,2025-08-11,2
20250729,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-07-29,2025-08-04,2
20250722,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-07-22,2025-07-28,2
20250715,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-07-15,2025-07-21,2
20250708,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-07-08,2025-07-14,2
20250701,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-07-01,2025-07-07,2
20250624,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-24,2025-06-30,2
20250617,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-17,2025-06-23,2
20250610,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-10,2025-06-16,2
20250603,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-03,2025-06-09,2
20250527,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-05-27,2025-06-02,2
20250520,34013,Essex County,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2025-05-20,2025-05-26,2
20250513,34013,Essex County,NJ,0.00,100.00,0.00,0.00,0.00,0.00,2025-05-13,2025-05-19,2
20250506,34013,Essex County,NJ,0.00,87.24,12.76,0.00,0.00,0.00,2025-05-06,2025-05-12,2
20250429,34013,Essex County,NJ,0.00,87.24,12.76,0.00,0.00,0.00,2025-04-29,2025-05-05,2
20250422,34013,Essex County,NJ,0.00,87.24,12.76,0.00,0.00,0.00,2025-04-22,2025-04-28,2
20250415,34013,Essex County,NJ,0.00,87.24,12.76,0.00,0.00,0.00,2025-04-15,2025-04-21,2
20250408,34013,Essex County,NJ,0.00,87.24,12.76,0.00,0.00,0.00,2025-04-08,2025-04-14,2
20250401,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-04-01,2025-04-07,2
20250325,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-03-25,2025-03-31,2
20250318,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-03-18,2025-03-24,2
20250311,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-03-11,2025-03-17,2
20250304,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-03-04,2025-03-10,2
20250225,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-02-25,2025-03-03,2
20250218,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-02-18,2025-02-24,2
20250211,34013,Essex County,NJ,0.00,0.00,99.84,0.16,0.00,0.00,2025-02-11,2025-02-17,2
20250204,34013,Essex County,NJ,0.00,0.00,91.56,8.44,0.00,0.00,2025-02-04,2025-02-10,2
20250128,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-01-28,2025-02-03,2
20250121,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-01-21,2025-01-27,2
20250114,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-01-14,2025-01-20,2
20250107,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2025-01-07,2025-01-13,2
20241231,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2024-12-31,2025-01-06,2
20241224,34013,Essex County,NJ,0.00,0.00,100.00,0.00,0.00,0.00,2024-12-24,2024-12-30,2
