,Code,FIPS,StateFIPS,CountyFIPS,County,State,Country,Latitude,Longitude,Generation(MWh),Emissions(tons)
8263,65467,34007,34,007,Camden,New Jersey,USA,39.96307,-75.07949,15816.0,0.0
8264,56511,34007,34,007,Camden,New Jersey,USA,39.9894,-75.04,2355.0,0.0
8265,56883,34007,34,007,Camden,New Jersey,USA,39.9894,-75.04,1851.001,0.0
8266,60762,34035,34,035,Somerset,New Jersey,USA,40.711882,-74.663434,8813.0,0.0
8267,57448,34033,34,033,Salem,New Jersey,USA,39.613028,-75.309477,26109.0,0.0
8268,60740,34033,34,033,Salem,New Jersey,USA,39.539042,-75.179342,2264.0,0.0
8269,59364,34035,34,035,Somerset,New Jersey,USA,40.605,-74.439444,1238.0,0.0
8270,61892,34029,34,029,Ocean,New Jersey,USA,40.1094,-74.497779,-5345.0,0.0
8271,63150,34041,34,041,Warren,New Jersey,USA,40.67,-75.16,12636.0,0.0
8272,67068,34023,34,023,Middlesex,New Jersey,USA,40.565,-74.218,1396.0,0.0
8273,67064,34037,34,037,Sussex,New Jersey,USA,40.734,-74.087,4677.0,0.0
8274,67063,34013,34,013,Essex,New Jersey,USA,40.691644,-74.196487,14.0,0.0
8275,61822,34023,34,023,Middlesex,New Jersey,USA,40.339838,-74.62393,23926.0,13474.123
8276,61354,34021,34,021,Mercer,New Jersey,USA,40.379736,-74.625694,3535.0,0.0
8277,58584,34021,34,021,Mercer,New Jersey,USA,40.341389,-74.657222,54033.999,12871.304
8278,60841,34013,34,013,Essex,New Jersey,USA,40.814586,-74.297098,0.0,0.0
8279,60842,34013,34,013,Essex,New Jersey,USA,40.815363,-74.304989,0.0,0.0
8280,61965,34019,34,019,Hunterdon,New Jersey,USA,40.522818,-74.944168,13235.0,0.0
8281,61162,34035,34,035,Somerset,New Jersey,USA,40.483601,-74.650123,0.0,0.0
8282,66486,34003,34,003,Bergen,New Jersey,USA,41.081,-74.174,3394.0,0.0
8283,59059,34035,34,035,Somerset,New Jersey,USA,40.574444,-74.654167,1959.0,0.0
8284,60729,34019,34,019,Hunterdon,New Jersey,USA,40.464221,-74.857879,12199.0,0.0
8285,61601,34019,34,019,Hunterdon,New Jersey,USA,40.453864,-74.863033,12218.0,0.0
8286,59055,34035,34,035,Somerset,New Jersey,USA,40.574444,-74.648056,2454.0,417.898
8287,55239,34023,34,023,Middlesex,New Jersey,USA,40.448674,-74.348879,3149690.0,1354021.864
8288,59278,34005,34,005,Burlington,New Jersey,USA,39.926667,-74.813611,1768.0,0.0
8289,58030,34005,34,005,Burlington,New Jersey,USA,39.928333,-74.814444,8776.0,0.0
8290,60843,34017,34,017,Hudson,New Jersey,USA,40.7278,-74.1142,3403.0,0.0
8291,58036,34007,34,007,Camden,New Jersey,USA,39.903056,-75.125833,10693.0,0.0
8292,65563,34021,34,021,Mercer,New Jersey,USA,40.19247,-74.56597,2109.0,0.0
8293,59319,34025,34,025,Monmouth,New Jersey,USA,40.229725,-74.225818,12836.0,0.0
8294,61751,34035,34,035,Somerset,New Jersey,USA,40.539051,-74.532375,1683.0,0.0
8295,60781,34017,34,017,Hudson,New Jersey,USA,40.66362,-74.100182,1282.0,0.0
8296,50411,34013,34,013,Essex,New Jersey,USA,40.73928,-74.187633,23369.001,7641.25
8297,67401,34023,34,023,Middlesex,New Jersey,USA,40.524806,-74.467186,0.0,0.0
8298,67292,34023,34,023,Middlesex,New Jersey,USA,40.522282,-74.472597,0.0,0.0
8299,67294,34023,34,023,Middlesex,New Jersey,USA,40.479292,-74.437087,0.0,0.0
8300,65418,34035,34,035,Somerset,New Jersey,USA,40.54009,-74.558799,3705.0,0.0
8301,60810,34023,34,023,Middlesex,New Jersey,USA,40.475477,-74.320933,2666.0,0.0
8302,2410,34033,34,033,Salem,New Jersey,USA,39.4625,-75.5358,18397051.0,0.0
8303,66049,34007,34,007,Camden,New Jersey,USA,39.95526,-75.10218,1560.0,0.0
8304,64096,34015,34,015,Gloucester,New Jersey,USA,39.78736,-75.24615,1641.0,0.0
8305,2390,34023,34,023,Middlesex,New Jersey,USA,40.476525,-74.352336,-1752.0,1211.614
8306,10308,34023,34,023,Middlesex,New Jersey,USA,40.439,-74.3444,938193.0,484318.94
8307,63185,34023,34,023,Middlesex,New Jersey,USA,40.438,-74.336,5431.0,0.0
8308,57667,34011,34,011,Cumberland,New Jersey,USA,39.485,-75.215,8929.0,0.0
8309,60747,34025,34,025,Monmouth,New Jersey,USA,40.234177,-74.087225,4450.0,0.0
8310,58172,34029,34,029,Ocean,New Jersey,USA,39.943333,-74.078611,0.0,0.0
8311,63459,34037,34,037,Sussex,New Jersey,USA,41.152222,-74.744444,3665.0,0.0
8312,2411,34023,34,023,Middlesex,New Jersey,USA,40.5558,-74.2469,3201982.0,1323259.792
8313,60267,34025,34,025,Monmouth,New Jersey,USA,40.182623,-74.539003,4444.0,0.0
8314,7288,34011,34,011,Cumberland,New Jersey,USA,39.451,-75.0578,32881.997,26508.042
8315,57951,34025,34,025,Monmouth,New Jersey,USA,40.245,-74.243333,1238.0,0.0
8316,63257,34013,34,013,Essex,New Jersey,USA,40.7397,-74.3642,3129.0,0.0
8317,57341,34023,34,023,Middlesex,New Jersey,USA,40.494804,-74.399511,2567.0,0.0
8318,60746,34035,34,035,Somerset,New Jersey,USA,40.450916,-74.717077,2746.0,0.0
8319,59057,34035,34,035,Somerset,New Jersey,USA,40.574444,-74.648056,595.0,0.0
8320,58402,34035,34,035,Somerset,New Jersey,USA,40.401528,-74.669697,1615.0,0.0
8321,66889,34023,34,023,Middlesex,New Jersey,USA,40.545856,-74.473859,322.0,0.0
8322,63452,34015,34,015,Gloucester,New Jersey,USA,39.846549,-75.212019,9671.0,0.0
8323,67086,34025,34,025,Monmouth,New Jersey,USA,40.15,-74.05,2632.0,0.0
8324,67269,34029,34,029,Ocean,New Jersey,USA,40.025166,-74.249492,4469.0,0.0
8325,60755,34005,34,005,Burlington,New Jersey,USA,40.047769,-74.616461,13383.0,0.0
8326,61907,34005,34,005,Burlington,New Jersey,USA,40.032087,-74.647387,11905.0,0.0
8327,63645,34031,34,031,Passaic,New Jersey,USA,40.9026,-74.1656,0.0,0.0
8328,57864,34001,34,001,Atlantic,New Jersey,USA,39.488443,-74.535263,1293.999,0.0
8329,61891,34041,34,041,Warren,New Jersey,USA,40.66538,-75.144467,-6346.0,0.0
8330,57726,34023,34,023,Middlesex,New Jersey,USA,40.5003,-74.3536,2192.0,0.0
8331,60809,34005,34,005,Burlington,New Jersey,USA,39.987281,-74.801807,1225.0,0.0
8332,67087,34023,34,023,Middlesex,New Jersey,USA,40.55,-74.25,1768.0,0.0
8333,57746,34011,34,011,Cumberland,New Jersey,USA,39.505034,-74.997703,5287.0,0.0
8334,57745,34011,34,011,Cumberland,New Jersey,USA,39.462376,-75.070039,3475.0,0.0
8335,58356,34021,34,021,Mercer,New Jersey,USA,40.301409,-74.722117,7047.0,0.0
8336,63404,34035,34,035,Somerset,New Jersey,USA,40.5737,-74.62947,1740.0,0.0
8337,60771,34007,34,007,Camden,New Jersey,USA,39.760172,-75.014791,1511.0,0.0
8338,58483,34025,34,025,Monmouth,New Jersey,USA,40.263889,-74.084167,43300.0,0.0
8339,58917,34027,34,027,Morris,New Jersey,USA,40.815278,-74.475833,1407.0,0.0
8340,58364,34037,34,037,Sussex,New Jersey,USA,41.200278,-74.491944,3725.0,0.0
8341,57815,34021,34,021,Mercer,New Jersey,USA,40.292778,-74.847222,4143.0,0.0
8342,67243,34029,34,029,Ocean,New Jersey,USA,39.989,-74.173,1216.0,0.0
8343,66751,34029,34,029,Ocean,New Jersey,USA,39.987519,-74.236436,1408.0,0.0
8344,67273,34015,34,015,Gloucester,New Jersey,USA,39.682767,-75.010939,0.0,0.0
8345,67274,34015,34,015,Gloucester,New Jersey,USA,39.680519,-75.003409,0.0,0.0
8346,57647,34027,34,027,Morris,New Jersey,USA,40.818888,-74.718611,4890.0,0.0
8347,57352,34021,34,021,Mercer,New Jersey,USA,40.2314,-74.7539,1591.0,0.0
8348,60808,34023,34,023,Middlesex,New Jersey,USA,40.534414,-74.275153,6516.0,0.0
8349,62612,34023,34,023,Middlesex,New Jersey,USA,40.313573,-74.4847,2983.0,0.0
8350,50960,34039,34,039,Union,New Jersey,USA,40.601264,-74.266372,298350.0,311648.81
8351,58040,34023,34,023,Middlesex,New Jersey,USA,40.320556,-74.501667,3291.0,0.0
8352,50094,34021,34,021,Mercer,New Jersey,USA,40.2167,-74.7667,91.98,37.531
8353,57742,34011,34,011,Cumberland,New Jersey,USA,39.490271,-75.037391,1162.0,0.0
8354,57660,34011,34,011,Cumberland,New Jersey,USA,39.4175,-74.973889,6741.0,0.0
8355,57848,34041,34,041,Warren,New Jersey,USA,40.831012,-75.015775,1441.0,0.0
8356,57383,34017,34,017,Hudson,New Jersey,USA,40.6772,-74.0919,2059.0,0.0
8357,58123,34023,34,023,Middlesex,New Jersey,USA,40.51,-74.328333,2807.0,0.0
8358,56888,34041,34,041,Warren,New Jersey,USA,40.788957,-75.10697,2502.0,0.0
8359,56963,34015,34,015,Gloucester,New Jersey,USA,39.8414,-75.2214,2167830.0,969633.423
8360,59186,34005,34,005,Burlington,New Jersey,USA,40.006667,-74.730278,10411.0,0.0
8361,60500,34017,34,017,Hudson,New Jersey,USA,40.814092,-74.021325,1088.0,0.0
8362,50885,34015,34,015,Gloucester,New Jersey,USA,39.8733,-75.1381,80214.0,103987.425
8363,61630,34027,34,027,Morris,New Jersey,USA,40.814851,-74.47586,468.0,0.0
8364,57805,34031,34,031,Passaic,New Jersey,USA,40.952084,-74.195502,1618.0,0.0
8365,58361,34023,34,023,Middlesex,New Jersey,USA,40.387778,-74.455278,3451.0,0.0
8366,59751,34003,34,003,Bergen,New Jersey,USA,40.825316,-74.09442,1361.0,0.0
8367,59116,34009,34,009,Cape may,New Jersey,USA,39.231111,-74.780833,809.0,0.001
8368,57839,34023,34,023,Middlesex,New Jersey,USA,40.515,-74.318889,4003061.0,1589000.386
8369,6522,34041,34,041,Warren,New Jersey,USA,41.0006,-75.0314,-165216.0,0.0
8370,57382,34021,34,021,Mercer,New Jersey,USA,40.168811,-74.656719,5362.0,0.0
